Channel 1	Channel 2	Channel 3	Channel 4
-14.644958	-18.992623	-20.736544	-24.233453
-16.133635	-19.615126	-19.988800	-23.733099
-16.630319	-19.366082	-20.736544	-20.736544
-18.992623	-20.736544	-23.858161	-25.360298
-17.873008	-21.609595	-23.358015	-22.483408
-19.864228	-18.121713	-20.611883	-21.360076
-18.494876	-20.237989	-21.609595	-23.733099
-16.506127	-21.983991	-23.358015	-23.108045
-18.992623	-19.490597	-22.483408	-22.108822
-18.494876	-22.733213	-22.233668	-21.360076
-18.743721	-20.113387	-23.733099	-24.608904
-17.375765	-18.494876	-22.983084	-24.859295
-20.362606	-19.366082	-22.733213	-22.858141
-21.360076	-21.983991	-24.358585	-21.235339
-16.878745	-21.235339	-21.110617	-25.736248
-19.117095	-19.615126	-21.983991	-24.108338
-19.117095	-20.487237	-22.108822	-24.734091
-17.997353	-21.110617	-23.358015	-23.108045
-18.121713	-21.484828	-24.859295	-25.485596
-20.861220	-21.235339	-21.235339	-24.608904
-20.487237	-21.235339	-25.610912	-25.360298
-20.113387	-20.113387	-21.859177	-25.235020
-19.117095	-21.609595	-24.483736	-25.235020
-21.859177	-22.108822	-22.233668	-22.358530
-22.983084	-21.110617	-21.235339	-25.736248
-23.358015	-20.736544	-22.733213	-24.608904
-21.484828	-21.235339	-25.610912	-21.983991
-21.859177	-20.985911	-22.108822	-22.608303
-22.733213	-22.108822	-22.358530	-23.358015
-20.237989	-22.858141	-24.233453	-22.858141
-21.484828	-21.859177	-24.734091	-23.483026
-19.864228	-23.233022	-22.358530	-21.859177
-22.233668	-21.360076	-23.483026	-22.983084
-19.739669	-21.859177	-23.858161	-23.858161
-24.233453	-22.608303	-24.233453	-22.483408
-23.233022	-22.858141	-23.608054	-24.233453
-20.113387	-22.358530	-24.483736	-24.483736
-21.609595	-24.734091	-22.608303	-25.360298
-23.233022	-23.233022	-25.861603	-26.237783
-23.233022	-24.734091	-24.734091	-23.983241
-20.736544	-22.233668	-24.233453	-24.358585
-21.609595	-23.108045	-24.608904	-25.986977
-24.483736	-25.109760	-25.861603	-25.485596
-23.233022	-25.861603	-22.733213	-22.108822
-22.983084	-23.608054	-25.861603	-22.108822
-24.483736	-23.733099	-21.734378	-21.983991
-21.360076	-23.733099	-23.858161	-24.734091
-23.483026	-22.733213	-25.986977	-22.983084
-25.485596	-26.112370	-25.485596	-22.608303
-24.734091	-21.734378	-22.233668	-23.733099
-23.108045	-24.608904	-22.358530	-24.734091
-25.610912	-22.608303	-25.485596	-21.484828
-25.109760	-23.858161	-22.108822	-23.233022
-24.734091	-26.112370	-25.736248	-23.483026
-25.485596	-21.859177	-21.360076	-24.483736
-21.983991	-26.112370	-22.358530	-24.608904
-22.108822	-21.609595	-25.861603	-25.235020
-25.109760	-23.358015	-22.733213	-21.859177
-24.233453	-22.858141	-22.233668	-23.108045
-24.608904	-23.983241	-22.858141	-24.358585
-23.358015	-21.983991	-24.734091	-20.985911
-23.483026	-22.358530	-23.233022	-23.858161
-24.233453	-22.233668	-22.608303	-21.360076
-25.360298	-23.233022	-23.233022	-22.858141
-23.233022	-22.733213	-21.110617	-20.113387
-24.233453	-22.733213	-21.734378	-22.608303
-24.608904	-22.358530	-25.485596	-23.608054
-24.859295	-24.734091	-23.858161	-20.861220
-22.108822	-22.858141	-22.983084	-22.233668
-22.483408	-25.861603	-21.609595	-19.117095
-23.108045	-25.736248	-23.858161	-20.487237
-21.609595	-25.109760	-23.358015	-23.358015
-25.235020	-25.109760	-22.983084	-18.992623
-23.858161	-22.608303	-23.858161	-20.611883
-24.358585	-22.358530	-24.483736	-19.366082
-21.609595	-23.233022	-22.983084	-22.733213
-23.733099	-22.608303	-22.233668	-19.615126
-23.733099	-24.108338	-22.608303	-21.983991
-25.986977	-24.734091	-23.108045	-22.233668
-23.108045	-22.108822	-21.235339	-19.490597
-22.233668	-25.485596	-20.487237	-19.117095
-21.484828	-24.608904	-23.233022	-17.997353
-21.484828	-22.608303	-22.733213	-17.873008
-25.235020	-21.235339	-22.983084	-19.615126
-23.983241	-23.358015	-19.864228	-19.739669
-24.734091	-22.983084	-22.608303	-18.743721
-24.984518	-22.108822	-19.615126	-17.127227
-23.358015	-22.858141	-19.366082	-16.754525
-25.736248	-21.609595	-19.241581	-17.748676
-24.734091	-24.108338	-22.858141	-18.619291
-21.609595	-24.358585	-20.736544	-16.630319
-22.233668	-24.233453	-21.235339	-18.246087
-21.484828	-23.483026	-19.490597	-19.864228
-23.983241	-21.859177	-21.609595	-17.002979
-24.984518	-21.859177	-19.739669	-19.490597
-21.360076	-19.615126	-19.739669	-17.997353
-21.484828	-22.233668	-21.484828	-16.381949
-22.233668	-19.988800	-20.362606	-14.768934
-23.608054	-20.113387	-20.362606	-17.997353
-23.733099	-21.484828	-19.490597	-17.500055
-22.358530	-22.233668	-17.127227	-16.630319
-24.734091	-19.117095	-19.241581	-16.878745
-23.733099	-19.490597	-16.506127	-14.768934
-21.110617	-18.246087	-18.743721	-13.653700
-21.734378	-22.108822	-16.630319	-16.754525
-22.608303	-19.241581	-17.002979	-14.768934
-19.739669	-22.608303	-15.761271	-14.520997
-22.108822	-20.362606	-18.370474	-14.273121
-21.360076	-20.237989	-19.739669	-16.381949
-21.235339	-20.985911	-19.117095	-16.381949
-22.108822	-21.110617	-19.241581	-12.168760
-22.608303	-18.121713	-16.506127	-16.009499
-22.608303	-17.624358	-15.016930	-15.389035
-20.237989	-18.121713	-18.619291	-15.264986
-19.117095	-16.878745	-17.002979	-13.158451
-19.739669	-17.500055	-17.748676	-11.797920
-20.611883	-18.868165	-17.127227	-11.056754
-22.608303	-18.246087	-14.397051	-10.686443
-18.868165	-19.241581	-15.140951	-11.427249
-20.985911	-17.500055	-12.910925	-10.686443
-18.246087	-15.513099	-14.149205	-13.777553
-19.615126	-16.133635	-15.513099	-10.069687
-19.864228	-17.748676	-16.754525	-10.686443
-19.490597	-17.251489	-12.292410	-11.550786
-20.611883	-15.885378	-14.520997	-11.303731
-19.241581	-14.520997	-11.797920	-11.550786
-20.362606	-17.624358	-11.797920	-11.674344
-17.251489	-17.748676	-11.427249	-9.330340
-20.113387	-14.025306	-13.282239	-8.100154
-20.985911	-16.381949	-11.797920	-9.946403
-17.748676	-17.375765	-14.149205	-9.084088
-19.864228	-13.529864	-9.823142	-6.995511
-19.864228	-14.892925	-9.946403	-8.591900
-16.257785	-17.002979	-12.787187	-8.961001
-17.002979	-15.637178	-9.084088	-7.486143
-17.002979	-14.397051	-10.316323	-6.872938
-18.370474	-12.539764	-8.591900	-8.961001
-15.513099	-15.637178	-10.686443	-8.345970
-16.257785	-13.158451	-9.699906	-4.916979
-15.016930	-13.034679	-8.345970	-3.821770
-14.520997	-15.761271	-12.045128	-4.064795
-14.644958	-12.416078	-8.345970	-5.160889
-15.885378	-14.149205	-8.591900	-2.851908
-17.251489	-11.180232	-6.750400	-5.282911
-15.761271	-11.427249	-7.240760	-2.972935
-13.777553	-14.520997	-10.192994	-5.893667
-17.251489	-13.901421	-5.893667	-4.429721
-13.901421	-11.550786	-9.576693	-5.038911
-13.777553	-9.699906	-7.486143	-2.972935
-15.761271	-9.823142	-7.731655	-4.064795
-13.034679	-10.069687	-8.591900	-1.284593
-15.140951	-10.439674	-7.240760	-3.821770
-12.910925	-12.045128	-4.064795	-0.326390
-12.416078	-11.674344	-7.240760	-1.044555
-15.264986	-9.576693	-6.505431	0.514839
-11.674344	-8.468921	-4.916979	-1.645225
-14.892925	-8.345970	-3.700338	-1.404729
-11.674344	-7.854458	-5.404978	1.962098
-11.674344	-10.933296	-4.551463	-1.645225
-13.034679	-8.223047	-2.610042	0.514839
-13.529864	-7.240760	-4.551463	-1.284593
-13.529864	-9.823142	-2.972935	1.359332
-12.910925	-6.138257	-3.094023	-0.326390
-13.282239	-6.260610	-4.186386	3.527577
-8.591900	-4.916979	-4.673254	0.394138
-9.330340	-7.977291	-4.308028	4.489729
-8.837940	-6.260610	-2.610042	2.082607
-9.330340	-4.308028	-2.489204	4.008768
-9.576693	-5.404978	-2.006514	2.805355
-9.946403	-5.282911	-2.368431	3.407243
-10.809859	-5.404978	-2.610042	5.811185
-10.069687	-6.383002	-2.368431	5.811185
-7.240760	-3.700338	2.323581	6.531252
-6.750400	-5.893667	2.564497	6.891094
-8.714906	-5.771433	-1.404729	6.771161
-7.240760	-1.765583	3.407243	5.330856
-5.649239	-1.524939	-0.685097	7.250810
-9.453504	-2.489204	-0.326390	5.090605
-7.608883	-1.044555	0.152691	9.167161
-7.977291	-4.186386	1.841574	7.490549
-7.363435	-0.087687	0.876853	7.730233
-6.995511	-0.924654	4.369510	10.363075
-4.186386	-1.164535	3.527577	9.406454
-5.771433	-2.247724	2.684933	10.482591
-4.064795	-1.044555	2.925761	11.796362
-5.649239	0.273422	4.249277	8.688408
-4.551463	-1.524939	4.249277	8.808117
-3.821770	1.600482	5.691124	8.688408
-3.457640	0.031945	5.210738	13.227697
-4.064795	-0.087687	4.970459	13.704378
-5.160889	0.876853	5.811185	11.557617
-4.429721	3.286894	6.771161	13.704378
-0.804835	3.527577	6.171283	12.035053
-2.368431	0.997495	8.568685	14.299930
-1.284593	1.962098	7.011014	13.704378
0.273422	4.369510	7.130919	11.796362
-2.006514	3.407243	9.406454	13.823515
-1.886013	4.850298	8.808117	14.061749
-0.924654	6.531252	11.438224	15.371087
1.359332	6.411276	9.406454	16.560011
0.756196	4.609933	9.286814	17.391482
0.876853	4.008768	10.482591	15.727902
-0.087687	8.209432	9.167161	18.815387
1.721035	8.089653	9.406454	17.391482
1.479914	6.891094	10.721581	18.933962
-0.087687	9.286814	11.796362	19.645147
2.684933	6.771161	10.721581	18.103666
2.203102	9.286814	14.419000	18.340958
3.888492	7.850054	15.490038	18.815387
4.249277	10.124002	13.585228	17.747632
3.286894	10.243546	14.180846	19.408136
2.444047	8.568685	16.678832	18.933962
4.129030	10.721581	14.061749	20.000567
5.691124	10.243546	15.490038	23.076142
6.051264	10.482591	15.727902	21.894227
6.411276	10.960517	16.797639	20.829439
4.489729	12.989276	17.628928	21.539410
7.370687	12.035053	16.916434	23.312376
5.811185	13.823515	19.171075	24.492813
8.329197	12.273690	19.763633	21.775967
9.765290	14.180846	17.985001	26.614537
5.691124	14.895149	17.153984	24.020785
7.130919	11.438224	18.340958	24.492813
8.089653	16.084599	21.657695	28.026863
9.286814	14.061749	20.119015	26.143380
9.526080	13.346887	20.711067	28.849933
10.841056	14.657101	20.119015	25.082573
10.960517	17.866323	19.645147	29.084990
10.004445	15.490038	24.256823	30.259576
12.870045	18.222318	24.138810	28.849933
10.124002	16.322331	22.603524	28.497259
10.243546	17.153984	21.184481	28.497259
13.466064	18.103666	21.775967	28.849933
14.061749	18.696799	25.789886	28.262085
14.299930	16.678832	24.728753	30.494354
15.371087	20.474284	26.967779	32.605287
12.392988	21.184481	23.666636	31.902054
11.915714	21.066146	26.378982	33.073882
16.678832	21.657695	26.732296	31.784809
15.490038	21.421113	26.378982	31.081097
13.823515	22.012474	28.732387	35.063403
14.895149	20.237451	29.202501	31.667552
14.061749	22.721697	25.907730	32.019288
16.916434	21.421113	30.376971	35.764819
16.916434	22.958006	28.614829	36.932966
19.408136	25.200489	27.791594	34.244580
16.322331	22.839858	31.433005	37.049720
16.441178	23.784698	30.729086	38.216668
18.103666	25.907730	31.784809	36.699424
19.171075	25.318393	33.073882	38.216668
19.171075	25.318393	32.722453	39.149450
19.882106	27.438602	32.722453	39.732092
20.829439	25.318393	31.433005	37.516630
19.408136	24.964645	33.425209	37.049720
23.430475	28.026863	31.784809	38.100022
19.645147	29.672429	32.956750	40.896579
22.485339	29.437489	34.010530	39.615585
24.138810	28.614829	35.998536	40.081549
22.012474	30.024752	34.829509	39.149450
23.194265	28.732387	33.425209	43.803225
23.666636	31.550284	36.582637	43.803225
22.839858	29.437489	35.180334	44.035478
22.603524	30.611726	34.712546	42.525099
26.025561	31.902054	37.283197	41.711094
24.728753	30.729086	36.816200	45.080114
27.203214	30.963771	36.816200	45.428144
26.025561	32.019288	38.449928	46.239861
25.789886	34.829509	41.129350	44.731994
26.261187	35.063403	37.866698	43.919357
26.496766	35.414161	39.382539	46.819360
26.967779	32.488110	40.896579	48.787804
27.438602	33.893488	39.382539	45.776083
29.202501	36.465839	40.081549	49.828777
29.320001	34.127561	40.081549	46.935229
32.136511	34.595571	43.454768	47.746041
30.376971	38.100022	42.990016	50.984498
31.550284	37.166464	41.362079	48.093383
31.667552	36.465839	43.803225	47.861831
33.893488	38.566542	45.196134	51.215527
33.191002	40.198014	44.499862	51.215527
32.839607	38.333304	46.703480	51.331028
31.550284	41.478428	46.239861	53.062398
33.659371	40.314468	43.919357	53.869648
34.712546	41.827412	44.848044	50.984498
35.297253	38.449928	46.703480	53.639052
34.244580	40.780178	47.166939	52.600906
33.191002	39.499067	49.828777	53.177747
34.244580	43.106220	49.828777	54.330730
34.595571	40.896579	48.903506	55.597945
38.683145	43.803225	47.514430	56.864057
35.180334	41.478428	50.291181	56.864057
36.465839	45.428144	48.440637	57.784181
39.499067	42.873802	52.139264	57.899157
38.916319	44.499862	48.787804	55.022076
39.266000	42.873802	50.984498	58.244029
39.032890	45.196134	53.293087	58.358969
39.732092	47.514430	50.984498	59.967198
41.711094	46.819360	54.791664	58.014123
42.873802	47.398609	53.523740	57.899157
41.594767	45.544134	52.254689	60.082006
43.570931	48.672091	54.445977	58.244029
40.896579	49.481873	53.293087	60.655914
41.245720	50.868969	56.749002	61.114885
42.292578	50.291181	53.408418	59.737556
41.711094	51.677472	55.482790	62.032413
44.615933	48.672091	57.324191	63.063980
42.292578	48.556369	56.518863	63.063980
46.703480	48.903506	59.278168	62.261710
44.151590	53.523740	57.899157	65.697114
44.151590	49.944393	56.749002	63.865836
48.209144	51.215527	60.311595	65.353910
46.935229	54.676444	58.244029	66.268954
44.848044	54.906875	59.163299	64.094862
46.471691	53.062398	58.473900	67.754788
47.746041	52.370104	60.541150	65.125067
48.093383	54.445977	60.426377	66.611961
48.903506	53.984933	60.426377	69.125120
47.514430	54.676444	60.655914	65.925874
48.209144	57.554204	62.261710	66.268954
51.331028	55.597945	63.293124	70.380255
